idx,Year,Player,Pos,School,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Height_inches,Probowl
2914,2013.0,Lane Johnson,OT,Oklahoma,303.0,4.72,34.0,28.0,118.0,7.31,4.52,78.0,False
2915,2013.0,Zach Line,FB,Southern Methodist,232.0,4.77,30.5,26.0,111.0,,,72.0,False
2916,2013.0,Eddie Lacy,RB,Alabama,231.0,4.55,,,,,,71.0,True
2917,2013.0,Tavarres King,WR,Georgia,189.0,4.47,36.5,11.0,123.0,6.91,4.33,72.0,False
2918,2013.0,Travis Kelce,TE,Cincinnati,255.0,4.63,,,,,,77.0,True
2920,2013.0,Nick Kasa,TE,Colorado,269.0,4.71,31.5,22.0,113.0,,,78.0,False
2921,2013.0,Landry Jones,QB,Oklahoma,225.0,5.11,31.0,,115.0,7.12,4.3,76.0,False
2922,2013.0,Barrett Jones,C,Alabama,306.0,5.43,,,,,,76.0,False
2923,2013.0,T.J. Johnson,C,South Carolina,310.0,5.33,25.5,32.0,96.0,7.83,4.74,76.0,False
2924,2013.0,Marquise Goodwin,WR,Texas,183.0,4.27,,13.0,132.0,,,69.0,False
2925,2013.0,Jamie Collins,OLB,Southern Miss,250.0,4.64,41.5,19.0,139.0,7.1,4.32,75.0,True
2926,2013.0,Tank Carradine,DE,Virginia Tech,276.0,4.9,,28.0,,,,76.0,False
2927,2013.0,Michael Buchanan,DE,Illinois,255.0,4.78,33.0,22.0,113.0,6.91,4.44,77.0,False
2928,2013.0,Armonty Bryant,DE,East Central (OK),263.0,4.86,31.5,,118.0,7.32,5.0,76.0,False
2929,2013.0,Arthur Brown,OLB,Kansas State,241.0,4.62,,,116.0,,,72.0,False
2930,2013.0,Josh Boyd,DT,Mississippi State,310.0,5.14,26.5,32.0,104.0,7.16,4.64,75.0,False
2931,2013.0,Jon Bostic,OLB,Florida,245.0,4.59,32.5,22.0,118.0,6.99,4.24,73.0,False
2932,2013.0,Steve Beauharnais,ILB,Rutgers,240.0,4.84,33.0,19.0,118.0,6.99,4.2,73.0,False
2933,2013.0,David Bass,DE,Missouri Western,262.0,4.84,30.5,20.0,111.0,7.07,4.33,76.0,False
2934,2013.0,Sam Barrington,ILB,South Florida,246.0,4.91,32.5,22.0,117.0,,,73.0,False
2935,2013.0,T.J. Barnes,DT,Georgia Tech,369.0,5.3,22.0,25.0,97.0,8.26,4.96,78.0,False
2936,2013.0,Johnthan Banks,CB,Mississippi State,185.0,4.61,34.0,10.0,125.0,6.97,4.27,74.0,False
2937,2013.0,Ziggy Ansah,DE,BYU,271.0,4.56,34.5,21.0,118.0,7.11,4.26,77.0,False
2938,2013.0,Sanders Commings,CB,Georgia,216.0,4.41,34.5,,117.0,7.1,4.3,72.0,False
2939,2013.0,Jonathan Cyprien,SS,Florida International,217.0,4.64,38.5,,,,,72.0,False
2940,2013.0,Johnathan Hankins,DT,Ohio State,320.0,5.31,26.0,,104.0,7.59,4.61,75.0,False
2941,2013.0,Khaseem Greene,OLB,Rutgers,241.0,4.71,30.0,17.0,116.0,7.58,4.2,73.0,False
2942,2013.0,Dwayne Gratz,CB,Connecticut,201.0,4.47,38.0,22.0,125.0,6.7,4.15,71.0,False
2943,2013.0,Malliciah Goodman,DE,Clemson,276.0,4.87,31.5,26.0,114.0,,,76.0,False
2944,2013.0,Zaviar Gooden,OLB,Missouri,234.0,4.47,34.0,27.0,131.0,6.71,4.18,73.0,False
2945,2013.0,William Gholston,DE,Michigan State,281.0,4.96,28.5,23.0,110.0,7.2,4.59,78.0,False
2946,2013.0,Kwame Geathers,DT,Georgia,342.0,5.44,26.5,,96.0,8.11,5.27,77.0,False
2947,2013.0,Sharrif Floyd,DT,Florida,297.0,4.92,30.0,,106.0,7.4,4.75,75.0,False
2948,2013.0,Matt Elam,SS,Florida,208.0,4.43,35.5,17.0,118.0,,,70.0,False
2949,2013.0,Lavar Edwards,DE,LSU,277.0,4.8,33.0,,119.0,7.03,4.51,76.0,False
2950,2013.0,Quinton Dial,DT,Alabama,318.0,5.29,,,,,,77.0,False
2951,2013.0,Everett Dawkins,DT,Florida State,292.0,5.06,30.0,23.0,103.0,7.61,4.88,74.0,False
2952,2013.0,Will Davis,CB,Utah State,186.0,4.51,35.5,16.0,127.0,6.52,4.02,71.0,False
2953,2013.0,David Amerson,CB,North Carolina State,205.0,4.44,35.5,15.0,127.0,,,73.0,False
2954,2013.0,Kiko Alonso,ILB,Oregon,238.0,4.74,,,,,,75.0,False
2955,2013.0,Bjoern Werner,DE,Florida State,266.0,4.83,31.0,25.0,111.0,7.3,4.4,75.0,False
2956,2013.0,J.J. Wilcox,SS,Georgia Southern,213.0,4.57,35.0,17.0,124.0,7.02,4.09,72.0,False
2957,2013.0,Brandon Williams,DT,Missouri Southern,335.0,5.37,29.5,38.0,102.0,8.09,4.91,73.0,False
2958,2013.0,Duke Williams,SS,Nevada,203.0,4.48,37.5,13.0,126.0,,4.0,71.0,False
2959,2013.0,Nicholas Williams,DT,Samford,309.0,4.94,33.0,28.0,111.0,7.55,4.65,76.0,False
2960,2013.0,Shawn Williams,SS,Georgia,213.0,4.46,36.0,25.0,120.0,7.01,4.25,72.0,False
2961,2013.0,Steve Williams,CB,California,181.0,4.42,40.5,12.0,128.0,6.89,4.1,69.0,False
2962,2013.0,Sylvester Williams,DT,North Carolina,313.0,5.03,26.5,27.0,102.0,7.93,4.8,75.0,False
2963,2013.0,Tourek Williams,DE,Florida International,260.0,4.92,33.0,25.0,112.0,,,75.0,False
2964,2013.0,Trevardo Williams,OLB,Connecticut,241.0,4.57,38.0,30.0,124.0,,,73.0,False
2965,2013.0,Earl Wolff,SS,North Carolina State,209.0,4.44,39.0,,134.0,,4.07,71.0,False
2966,2013.0,Khalid Wooten,CB,Indiana,210.0,4.53,33.5,17.0,117.0,6.95,4.18,71.0,False
2967,2013.0,Kayvon Webster,CB,South Florida,195.0,4.41,35.0,14.0,125.0,,,70.0,False
2968,2013.0,B.W. Webb,CB,William & Mary,184.0,4.51,40.5,14.0,132.0,6.82,3.84,70.0,False
2969,2013.0,Robert Alford,CB,Southeastern Louisiana,188.0,4.39,40.0,17.0,132.0,6.89,4.23,70.0,False
2970,2013.0,Johnny Adams,CB,Michigan State,185.0,4.48,,16.0,,,,70.0,False
2971,2013.0,Rod Sweeting,CB,Georgia Tech,189.0,4.42,37.0,11.0,124.0,,,71.0,False
2972,2013.0,Devin Taylor,DE,South Carolina,266.0,4.72,35.0,14.0,128.0,6.89,4.3,79.0,False
2973,2013.0,Jamar Taylor,CB,Boise State,192.0,4.39,35.0,22.0,127.0,6.82,4.06,71.0,False
2974,2013.0,Manti Te'o,ILB,Notre Dame,241.0,4.82,33.0,,113.0,7.13,4.27,73.0,False
2976,2013.0,Chase Thomas,OLB,Stanford,244.0,4.91,32.0,18.0,113.0,7.17,4.31,75.0,False
2977,2013.0,Shamarko Thomas,SS,Syracuse,213.0,4.42,40.5,28.0,133.0,,4.26,69.0,False
2978,2013.0,Desmond Trufant,CB,Washington,190.0,4.38,37.5,16.0,125.0,,3.85,72.0,True
2979,2013.0,Cornelius Washington,DE,Georgia,265.0,4.55,39.0,36.0,128.0,,,76.0,False
2980,2013.0,Blidi Wreh-Wilson,CB,Connecticut,195.0,4.53,36.0,14.0,128.0,6.97,4.12,73.0,False
2981,2013.0,D.J. Hayden,CB,Houston,191.0,4.4,,,,,,71.0,False
2982,2013.0,Jawanza Starling,SS,Southern California,202.0,4.64,36.0,17.0,122.0,6.68,4.34,73.0,False
2983,2013.0,Ty Powell,OLB,Harding,249.0,4.64,37.0,28.0,122.0,6.98,4.4,74.0,False
2984,2013.0,Sean Porter,OLB,Texas A&M,229.0,4.75,35.0,22.0,119.0,,,73.0,False
2985,2013.0,Alex Okafor,DE,Texas,264.0,4.78,,21.0,,,,76.0,False
2986,2013.0,Alec Ogletree,OLB,Georgia,242.0,4.7,33.5,20.0,122.0,7.16,4.39,74.0,False
2987,2013.0,Zeke Motta,SS,Notre Dame,213.0,4.75,35.5,11.0,126.0,6.75,4.16,74.0,False
2988,2013.0,Sio Moore,OLB,Connecticut,245.0,4.65,38.0,29.0,127.0,7.49,4.31,73.0,False
2989,2013.0,Damontre Moore,DE,Texas A&M,250.0,4.95,35.5,12.0,122.0,,,76.0,False
2990,2013.0,Nick Moody,OLB,Florida State,236.0,4.71,,17.0,118.0,,,73.0,False
2991,2013.0,Kevin Minter,ILB,LSU,246.0,4.81,33.0,25.0,119.0,,,72.0,False
2992,2013.0,Barkevious Mingo,OLB,LSU,241.0,4.58,37.0,,128.0,6.84,4.39,76.0,False
2993,2013.0,Dee Milliner,CB,Alabama,201.0,4.37,36.0,,122.0,6.95,4.32,72.0,False
2994,2013.0,Stacy McGee,DT,Oklahoma,308.0,4.98,,,,,,75.0,False
2995,2013.0,Brandon McGee,CB,Miami (FL),193.0,4.4,33.5,14.0,119.0,6.71,4.18,71.0,False
2996,2013.0,Jordan Poyer,CB,Oregon State,191.0,4.54,30.5,8.0,118.0,6.87,4.18,72.0,False
2997,2013.0,Kevin Reddick,ILB,North Carolina,243.0,4.72,,23.0,113.0,,,73.0,False
2998,2013.0,Damion Square,DE,Alabama,293.0,5.23,,,,,,74.0,False
2999,2013.0,Akeem Spence,DT,Illinois,307.0,5.15,30.0,37.0,107.0,7.82,4.72,73.0,False
3000,2013.0,Quanterus Smith,DE,Western Kentucky,250.0,4.74,,,,,,77.0,False
3001,2013.0,Darius Slay,CB,Mississippi State,192.0,4.36,35.5,14.0,124.0,6.9,4.21,72.0,False
3002,2013.0,Tharold Simon,CB,LSU,202.0,4.51,34.0,9.0,128.0,,,74.0,False
3003,2013.0,John Simon,OLB,Ohio State,257.0,4.62,,,,,,73.0,False
3004,2013.0,Kawann Short,DT,Purdue,299.0,5.08,,,,,,75.0,True
3005,2013.0,Logan Ryan,CB,Rutgers,191.0,4.56,32.5,14.0,116.0,6.69,4.06,71.0,False
3006,2013.0,Nickell Robey,CB,Southern California,169.0,4.53,37.5,10.0,127.0,6.74,4.09,67.0,False
3007,2013.0,Sheldon Richardson,DT,Missouri,294.0,5.02,32.0,30.0,116.0,,,74.0,True
3008,2013.0,Xavier Rhodes,CB,Florida State,210.0,4.43,40.5,14.0,132.0,,,73.0,False
3009,2013.0,Leon McFadden,CB,San Diego State,193.0,4.54,34.5,10.0,119.0,6.81,4.27,70.0,False
3010,2013.0,Lerentee McCray,OLB,Florida,250.0,4.74,,,,,,74.0,False
3011,2013.0,Chris Jones,DT,Bowling Green,302.0,5.33,,30.0,,7.34,4.44,74.0,False
3012,2013.0,Abry Jones,DT,Georgia,313.0,5.06,26.5,30.0,101.0,,,75.0,False
3013,2013.0,Nico Johnson,ILB,Alabama,248.0,4.73,,,,,,74.0,False
3014,2013.0,Keelan Johnson,SS,Arizona State,209.0,4.54,36.5,12.0,125.0,6.77,4.07,72.0,False
3015,2013.0,John Jenkins,DT,Georgia,346.0,5.21,,30.0,,,,76.0,False
3016,2013.0,Jelani Jenkins,ILB,Florida,243.0,4.65,,27.0,,,,72.0,False
3017,2013.0,Brandon Jenkins,DE,Florida State,251.0,5.07,,18.0,,,,74.0,False
3018,2013.0,Micah Hyde,CB,Iowa,197.0,4.56,33.0,12.0,121.0,6.78,4.2,72.0,False
3019,2013.0,Margus Hunt,DE,Southern Methodist,277.0,4.62,34.5,38.0,121.0,7.07,4.51,80.0,False
3020,2013.0,Montori Hughes,DT,Tennessee-Martin,329.0,5.23,26.5,22.0,104.0,7.85,4.7,76.0,False
3021,2013.0,DeVonte Holloman,OLB,South Carolina,243.0,4.76,33.0,15.0,113.0,7.3,4.26,73.0,False
3022,2013.0,Gerald Hodges,OLB,Penn State,243.0,4.78,,22.0,119.0,,,73.0,False
3023,2013.0,Jordan Hill,DT,Penn State,303.0,5.23,22.5,28.0,103.0,7.49,4.51,73.0,False
3024,2013.0,Datone Jones,DE,UCLA,283.0,4.8,31.5,29.0,112.0,7.32,4.32,76.0,False
3025,2013.0,Jarvis Jones,OLB,Georgia,245.0,4.74,,,,,,74.0,False
3027,2013.0,Demetrius McCray,CB,Appalachian State,187.0,4.54,36.0,4.0,126.0,7.17,4.32,73.0,False
3028,2013.0,Michael Mauti,OLB,Penn State,243.0,4.83,,28.0,,,,74.0,False
3029,2013.0,Tyrann Mathieu,CB,LSU,186.0,4.5,34.0,4.0,117.0,6.87,4.14,69.0,True
3030,2013.0,Stansly Maponga,DE,TCU,256.0,4.78,,30.0,,,,74.0,False
3031,2013.0,Brandon Magee,OLB,Arizona State,223.0,4.74,,,114.0,,,71.0,False
3032,2013.0,Star Lotulelei,DT,Utah,311.0,5.14,,,,,,74.0,False
3033,2013.0,John Lotulelei,OLB,UNLV,233.0,4.84,35.5,25.0,117.0,6.91,4.3,71.0,False
3034,2013.0,Bennie Logan,DT,LSU,309.0,5.08,25.0,30.0,104.0,7.53,4.67,74.0,False
3035,2013.0,Kapron Lewis-Moore,DT,Notre Dame,298.0,4.95,,,,,,76.0,False
3036,2013.0,Robert Lester,SS,Alabama,220.0,4.66,33.5,,117.0,,,73.0,False
3037,2013.0,Corey Lemonier,DE,Auburn,255.0,4.6,33.0,27.0,119.0,7.14,4.4,75.0,False
3038,2013.0,Jake Knott,OLB,Iowa State,243.0,4.84,,,,,,74.0,False
3039,2013.0,A.J. Klein,ILB,Iowa State,250.0,4.66,,20.0,113.0,,,73.0,False
3040,2013.0,Dion Jordan,OLB,Oregon,248.0,4.54,32.5,,122.0,7.02,4.35,78.0,False
3041,2013.0,Ryan Allen,P,Louisiana Tech,229.0,4.98,,,,,,73.0,False
3042,2013.0,Jeff Locke,P,UCLA,209.0,4.82,,,,,,73.0,False
3043,2013.0,Brad Wing,P,LSU,205.0,4.86,,,,,,74.0,False
3044,2014.0,Cameron Fleming,OT,Stanford,323.0,5.28,23.5,26.0,97.0,8.24,5.0,77.0,False
3045,2014.0,Derek Carr,QB,Fresno State,214.0,4.69,34.5,,110.0,,4.2,74.0,True
3046,2014.0,Ka'Deem Carey,RB,North Carolina State,207.0,4.69,32.5,19.0,115.0,7.08,4.38,69.0,False
3047,2014.0,Michael Campanaro,WR,Wake Forest,192.0,4.46,39.0,20.0,122.0,6.77,4.01,69.0,False
3048,2014.0,Trey Burton,WR,Florida,224.0,4.62,30.0,,112.0,7.14,4.32,74.0,False
3049,2014.0,Isaiah Burse,WR,Fresno State,188.0,4.58,31.0,16.0,115.0,6.74,3.94,70.0,False
3050,2014.0,Martavis Bryant,WR,Clemson,211.0,4.42,39.0,16.0,124.0,7.18,4.15,76.0,False
3051,2014.0,John Brown,WR,Pittsburg State,179.0,4.34,36.5,,119.0,6.91,4.12,70.0,False
3052,2014.0,Corey Brown,WR,Ohio State,178.0,4.51,33.0,,116.0,7.16,4.22,71.0,False
3053,2014.0,Justin Britt,OT,Missouri,325.0,5.19,27.5,23.0,100.0,8.14,4.69,78.0,False
3054,2014.0,Teddy Bridgewater,QB,Louisville,214.0,,30.0,,113.0,7.17,4.2,74.0,True
3055,2014.0,Blake Bortles,QB,Central Florida,232.0,4.93,32.5,,115.0,7.08,4.21,77.0,False
3056,2014.0,Alfred Blue,RB,LSU,223.0,4.63,32.0,13.0,121.0,7.15,4.5,74.0,False
3057,2014.0,Kapri Bibbs,RB,Colorado State,212.0,4.67,29.0,24.0,106.0,,,69.0,False
3058,2014.0,Kelvin Benjamin,WR,Florida State,240.0,4.61,32.5,13.0,119.0,7.33,4.39,77.0,False
3059,2014.0,Brandon Coleman,WR,Rutgers,225.0,4.56,32.5,21.0,,7.33,4.51,78.0,False
3060,2014.0,C.J. Fiedorowicz,TE,Iowa,265.0,4.76,31.5,25.0,116.0,7.1,4.26,77.0,False
3061,2014.0,Matt Feiler,OT,Bloomsburg,330.0,5.37,26.5,36.0,103.0,8.13,4.86,78.0,False
3062,2014.0,Mike Evans,WR,Texas A&M,231.0,4.53,37.0,12.0,,7.08,4.26,77.0,False
3063,2014.0,Quincy Enunwa,WR,Nebraska,225.0,4.41,,19.0,,,,74.0,False
3064,2014.0,Bruce Ellington,WR,South Carolina,197.0,4.45,39.5,15.0,120.0,6.69,3.95,69.0,False
3065,2014.0,Eric Ebron,TE,North Carolina,250.0,4.6,32.0,24.0,120.0,,,76.0,False
3066,2014.0,Isaiah Crowell,RB,Alabama State,224.0,4.57,38.0,23.0,117.0,,,71.0,False
3067,2014.0,Brandin Cooks,WR,Oregon State,189.0,4.33,36.0,16.0,120.0,6.76,3.81,70.0,False
3068,2014.0,"Odell Beckham, Jr.",WR,LSU,198.0,4.38,38.5,7.0,122.0,6.69,3.94,71.0,False
3069,2014.0,George Atkinson,RB,Notre Dame,218.0,4.48,38.0,19.0,121.0,7.07,4.46,73.0,False
3070,2014.0,Devin Street,WR,Pittsburgh,198.0,4.55,37.0,,124.0,6.89,4.01,75.0,False
3071,2014.0,Travis Swanson,C,Arkansas,312.0,5.28,26.0,20.0,95.0,7.73,4.65,77.0,False
3072,2014.0,Lorenzo Taliaferro,RB,Coastal Carolina,229.0,4.58,33.0,18.0,118.0,6.88,4.22,72.0,False
3073,2014.0,De'Anthony Thomas,RB,Nebraska,174.0,4.39,32.0,8.0,124.0,,,69.0,False
3074,2014.0,Logan Thomas,QB,Virginia Tech,248.0,4.61,35.5,,118.0,7.05,4.18,78.0,False
3075,2014.0,Billy Turner,OT,North Dakota State,315.0,5.16,28.0,25.0,108.0,7.92,4.71,77.0,False
3076,2014.0,Sammy Watkins,WR,Clemson,211.0,4.43,34.0,16.0,126.0,6.95,4.34,73.0,False
3077,2014.0,Terrance West,RB,Towson,225.0,4.56,33.5,16.0,120.0,,,69.0,False
3078,2014.0,James White,RB,Wisconsin,204.0,4.57,32.0,23.0,114.0,7.05,4.2,69.0,False
3079,2014.0,Andre Williams,RB,Boston College,230.0,4.56,38.0,,129.0,7.27,4.06,71.0,False
3080,2014.0,Damien Williams,RB,Oklahoma,222.0,4.45,35.5,16.0,121.0,7.37,4.25,71.0,False
3081,2014.0,Bryan Stork,C,Florida State,315.0,5.44,,,,,,76.0,False
3082,2014.0,James Stone,C,Tennessee,306.0,5.17,27.5,22.0,105.0,8.16,4.63,76.0,False
3083,2014.0,Dri Archer,WR,Kent State,173.0,4.26,38.0,20.0,122.0,6.86,4.06,68.0,False
3084,2014.0,Antonio Andrews,RB,Western Kentucky,225.0,4.82,29.5,20.0,106.0,7.24,4.49,70.0,False
3085,2014.0,Jace Amaro,TE,Texas Tech,265.0,4.74,33.0,28.0,118.0,7.42,4.3,77.0,False
3086,2014.0,Davante Adams,WR,Fresno State,212.0,4.56,39.5,14.0,123.0,6.82,4.3,73.0,False
3087,2014.0,Jared Abbrederis,WR,Wisconsin,195.0,4.5,30.5,4.0,117.0,6.8,4.08,73.0,False
3088,2014.0,Richard Rodgers,TE,California,257.0,4.87,31.5,16.0,116.0,7.23,4.47,76.0,False
3089,2014.0,Bishop Sankey,RB,Washington,209.0,4.49,35.5,26.0,126.0,6.75,4.0,69.0,False
3090,2014.0,Jalen Saunders,WR,Oklahoma,165.0,4.44,34.0,,122.0,,,69.0,False
3091,2014.0,Tom Savage,QB,Pittsburgh,228.0,4.97,27.0,,105.0,7.33,4.36,76.0,False
3092,2014.0,Michael Schofield,OT,Michigan,301.0,5.01,24.0,,93.0,7.62,4.57,78.0,False
3093,2014.0,Austin Seferian-Jenkins,TE,Washington,262.0,4.75,,20.0,,,,77.0,False
3095,2014.0,Connor Shaw,QB,South Carolina,206.0,4.66,34.0,,116.0,7.07,4.33,72.0,False
3096,2014.0,Charles Sims,RB,West Virginia,214.0,4.48,37.5,17.0,126.0,7.16,4.3,72.0,False
3097,2014.0,Jerome Smith,RB,Syracuse,220.0,4.84,36.0,14.0,118.0,7.53,4.6,71.0,False
3098,2014.0,Willie Snead,WR,Ball State,195.0,4.62,33.5,11.0,113.0,7.19,4.39,71.0,False
3099,2014.0,Albert Wilson,WR,Georgia State,202.0,4.43,37.5,10.0,123.0,7.0,4.21,69.0,False
3100,2014.0,Greg Robinson,OT,Auburn,332.0,4.92,28.5,32.0,113.0,7.8,4.86,77.0,False
3101,2014.0,Donte Moncrief,WR,Mississippi,221.0,4.4,39.5,13.0,132.0,7.02,4.3,74.0,False
3102,2014.0,Jack Mewhort,OT,Ohio State,309.0,5.37,26.0,28.0,101.0,7.79,4.64,78.0,False
3103,2014.0,Zach Mettenberger,QB,LSU,224.0,,,,,,,77.0,False
3104,2014.0,Jerick McKinnon,RB,Georgia Southern,209.0,4.41,40.5,32.0,132.0,6.83,4.12,69.0,False
3105,2014.0,A.J. McCarron,QB,Alabama,220.0,4.94,28.0,,99.0,7.18,4.34,75.0,False
3106,2014.0,Jordan Matthews,WR,Vanderbilt,212.0,4.46,35.5,21.0,120.0,6.95,4.18,75.0,False
3107,2014.0,Jake Matthews,OT,Texas A&M,308.0,5.07,30.5,24.0,105.0,7.34,4.47,77.0,False
3108,2014.0,Tre Mason,RB,Auburn,207.0,4.5,38.5,,126.0,,4.15,68.0,False
3109,2014.0,Marcus Martin,C,Southern California,320.0,5.38,,23.0,,,,75.0,False
3110,2014.0,Johnny Manziel,QB,Texas A&M,207.0,4.68,31.5,,113.0,6.75,4.03,72.0,False
3111,2014.0,Cornelius Lucas,OT,Kansas State,316.0,5.29,,,,,,80.0,False
3112,2014.0,Morgan Moses,OT,Virginia,314.0,5.35,21.5,,106.0,7.93,4.95,78.0,False
3113,2014.0,Allen Robinson,WR,Penn State,220.0,4.6,39.0,,127.0,7.0,4.0,75.0,True
3114,2014.0,Weston Richburg,C,Colorado State,298.0,5.1,25.5,25.0,106.0,7.93,4.63,75.0,False
3115,2014.0,Paul Richardson,WR,Colorado,175.0,4.4,38.0,,124.0,7.09,,72.0,False
3116,2014.0,Silas Redd,RB,Southern California,212.0,4.7,37.0,18.0,122.0,,,70.0,False
3117,2014.0,Matt Paradis,C,Boise State,306.0,5.34,26.0,23.0,103.0,7.6,4.46,75.0,False
3118,2014.0,Kevin Norwood,WR,Alabama,198.0,4.48,33.0,8.0,121.0,6.68,4.32,74.0,False
3119,2014.0,Troy Niklas,TE,Notre Dame,270.0,4.84,32.0,27.0,114.0,7.57,4.55,78.0,False
3120,2014.0,Corey Linsley,C,Ohio State,296.0,5.24,27.0,36.0,,,,75.0,False
3121,2014.0,Taylor Lewan,OT,Michigan,309.0,4.87,30.5,29.0,117.0,7.39,4.49,79.0,False
3122,2014.0,Jeremy Hill,RB,LSU,233.0,4.56,29.0,20.0,113.0,,,73.0,False
3123,2014.0,Ryan Hewitt,FB,Stanford,246.0,4.87,33.0,,109.0,7.04,4.35,76.0,False
3124,2014.0,Robert Herron,WR,Wyoming,193.0,4.48,35.5,18.0,125.0,6.84,4.27,69.0,False
3125,2014.0,Seantrel Henderson,OT,Miami (FL),331.0,5.04,24.0,,95.0,8.15,4.77,79.0,False
3126,2014.0,Matt Hazel,WR,Coastal Carolina,198.0,4.5,36.5,15.0,118.0,7.08,4.2,73.0,False
3127,2014.0,Jonotthan Harrison,C,Florida,304.0,5.15,27.0,27.0,113.0,7.97,4.86,75.0,False
3128,2014.0,Xavier Grimble,TE,Southern California,257.0,4.76,26.5,,113.0,,,76.0,False
3129,2014.0,Marion Grice,RB,Arizona State,208.0,4.67,,,,,,72.0,False
3130,2014.0,Ryan Grant,WR,Tulane,199.0,4.64,35.5,8.0,119.0,6.68,4.11,72.0,False
3131,2014.0,Crockett Gillmore,TE,Colorado State,260.0,4.89,33.5,,120.0,7.42,4.44,78.0,False
3132,2014.0,Jimmy Garoppolo,QB,Eastern Illinois,226.0,4.97,30.5,,110.0,7.04,4.26,74.0,False
3133,2014.0,Devonta Freeman,RB,Florida State,206.0,4.58,31.5,,118.0,7.11,4.26,68.0,True
3134,2014.0,Bennie Fowler,WR,Michigan State,217.0,4.52,36.0,,126.0,7.06,4.18,73.0,False
3135,2014.0,Josh Huff,WR,Oregon,206.0,4.51,35.5,14.0,116.0,,,71.0,False
3136,2014.0,Allen Hurns,WR,Miami (FL),198.0,4.55,31.0,14.0,120.0,7.23,4.5,73.0,False
3137,2014.0,Marqise Lee,WR,Southern California,192.0,4.52,38.0,,127.0,,4.01,72.0,False
3138,2014.0,Cody Latimer,WR,Indiana,215.0,4.52,,23.0,,,,74.0,False
3139,2014.0,Jarvis Landry,WR,LSU,205.0,4.65,28.5,12.0,110.0,,,71.0,True
3140,2014.0,Cyrus Kouandjio,OT,Alabama,322.0,5.59,27.5,21.0,96.0,7.71,4.84,79.0,False
3141,2014.0,T.J. Jones,WR,Notre Dame,188.0,4.46,33.0,,119.0,6.82,4.27,72.0,False
3142,2014.0,Wesley Johnson,C,Vanderbilt,297.0,5.11,29.0,26.0,111.0,7.4,4.64,77.0,False
3143,2014.0,Storm Johnson,RB,Central Florida,209.0,4.6,35.5,16.0,118.0,,,72.0,False
3144,2014.0,Marcel Jensen,TE,Fresno State,259.0,4.85,35.0,24.0,115.0,7.38,4.6,78.0,False
3146,2014.0,Jeff Janis,WR,Saginaw Valley State,219.0,4.42,37.5,20.0,123.0,6.64,3.98,75.0,False
3147,2014.0,Ja'Wuan James,OT,Oklahoma,311.0,5.26,29.0,22.0,103.0,7.42,4.56,78.0,False
3148,2014.0,Nic Jacobs,TE,McNeese State,269.0,4.89,,15.0,,,,77.0,False
3149,2014.0,Gabe Ikard,C,Oklahoma,304.0,5.13,26.0,22.0,103.0,7.3,4.37,76.0,False
3150,2014.0,Carlos Hyde,RB,Ohio State,230.0,4.62,34.5,19.0,114.0,,,72.0,False
3151,2014.0,James Hurst,OT,North Carolina,296.0,5.59,,,,,,77.0,False
3152,2014.0,Justin Ellis,DT,Louisiana Tech,334.0,5.27,28.0,25.0,92.0,7.81,4.75,73.0,False
3153,2014.0,Deone Bucannon,SS,Washington State,211.0,4.49,36.5,19.0,125.0,6.96,4.26,73.0,False
3154,2014.0,Preston Brown,ILB,Louisville,251.0,4.86,33.0,23.0,116.0,6.98,4.26,73.0,False
3155,2014.0,Jay Bromley,DT,Syracuse,306.0,5.06,33.5,26.0,106.0,7.92,4.78,75.0,False
3156,2014.0,Bashaud Breeland,CB,Clemson,197.0,4.62,34.5,11.0,123.0,7.04,4.33,71.0,False
3157,2014.0,Tre Boston,SS,North Carolina,204.0,4.58,35.0,18.0,116.0,7.04,4.31,72.0,False
3158,2014.0,Chris Borland,ILB,Wisconsin,248.0,4.83,31.0,27.0,114.0,7.18,4.27,71.0,False
3159,2014.0,Nat Berhe,SS,San Diego State,193.0,4.71,35.5,15.0,117.0,7.08,4.22,70.0,False
3160,2014.0,Bene' Benwikere,CB,San Jose State,195.0,4.59,40.5,10.0,122.0,6.94,4.38,71.0,False
3161,2014.0,Lamin Barrow,ILB,LSU,237.0,4.64,35.0,22.0,123.0,7.24,4.35,73.0,False
3162,2014.0,Anthony Barr,OLB,UCLA,255.0,4.66,34.5,15.0,119.0,6.82,4.19,77.0,True
3163,2014.0,Jeremiah Attaochu,OLB,Georgia Tech,252.0,,,,,,,75.0,False
3164,2014.0,Ricardo Allen,CB,Purdue,187.0,4.61,35.5,13.0,117.0,,4.15,69.0,False
3165,2014.0,Max Bullough,ILB,Michigan State,249.0,4.78,31.0,30.0,112.0,7.22,4.3,75.0,False
3166,2014.0,Ryan Carrethers,DT,Arkansas State,337.0,5.47,26.0,32.0,88.0,7.89,4.6,73.0,False
3167,2014.0,Travis Carrie,CB,Ohio,206.0,4.49,,17.0,,,,72.0,False
3168,2014.0,Kasim Edebali,OLB,Boston College,253.0,4.79,34.5,19.0,115.0,7.2,4.35,74.0,False
3169,2014.0,Dominique Easley,DT,Florida,288.0,4.93,,26.0,,,,74.0,False
3170,2014.0,Kony Ealy,DE,Missouri,273.0,4.92,31.0,22.0,114.0,6.83,4.45,76.0,False
